"type","agency_ein","title","content"
"denial","0056","Denied - Refer to Dept. of Transportation","<span class="" mceNonEditable "">Dear Sir or Madam: <br /> <br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;This is in response to your request received by this office on {{ moment(date).format('MMMM D, YYYY') }} in which you requested access to certain records under the New York State Freedom of Information Law (FOIL). <br /> <br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;In regard to the document(s) which you requested, I am unable to provide access to these records, for these records are not in the possession, custody, or control of this Department. It appears the document(s) you requested may be available from the New York City Department of Transportation. <br /> <br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;You may appeal this decision or any portion thereof. Such an appeal must be made in writing within thirty (30) days of the date of this letter and must be forwarded to: Sergeant Jordan S. Mazur, Records Access Appeals Officer, New York City Police Department, One Police Plaza, Room 1406, New York. NY 10038 or emailed to foilappeals@nypd.org. Please include copies of the FOIL request and this letter with your appeal.</span>"
"closing","0056","Closed - CIS Letter","<span class=""mceNonEditable"">Dear Sir or Madam:<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;This letter is in further response to your letter dated {{ moment(date).format('MMMM D, YYYY') }} in which you requested access to NYPD records of an accident investigation pursuant to the N.Y. Public Officers Law § 84 et seq., also known as the Freedom of Information Law (""FOIL"").<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Because you and/or your client have demonstrated that you have an interest in the subject accident, §66-a of the Public Officers Law, rather than FOIL, governs the extent of disclosure that is available to you, and affords you greater access than could be obtained under FOIL.<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Accordingly, the records that you requested are enclosed.<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;You may appeal this decision or any portion thereof. Such an appeal must be made in writing within thirty (30) days of the date of this letter and must be forwarded to: Sergeant Jordan S. Mazur, Records Access Appeals Officer, New York City Police Department, One Police Plaza, Room 1406, New York. NY 10038 or emailed to foilappeals@nypd.org. Please include copies of the FOIL request and this letter with your appeal.</span>"
"closing","0056","Closed - CIS Letter CD-DVD","<span class=""mceNonEditable"">Dear Sir or Madam:<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;This letter is in further response to your letter dated {{ moment(date).format('MMMM D, YYYY') }} in which you requested access to NYPD records of an accident investigation pursuant to the N.Y. Public Officers Law § 84 et seq., also known as the Freedom of Information Law (""FOIL"").<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Because you and/or your client have demonstrated that you have an interest in the subject accident, §66-a of the Public Officers Law, rather than FOIL, governs the extent of disclosure that is available to you, and affords you greater access than could be obtained under FOIL.<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Accordingly, the records that you requested have been saved to the enclosed CD/DVD-ROM.<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;You may appeal this decision or any portion thereof. Such an appeal must be made in writing within thirty (30) days of the date of this letter and must be forwarded to: Sergeant Jordan S. Mazur, Records Access Appeals Officer, New York City Police Department, One Police Plaza, Room 1406, New York. NY 10038 or emailed to foilappeals@nypd.org. Please include copies of the FOIL request and this letter with your appeal.</span>"
"closing","0056","Closed - CIS Letter (Redacted)","<span class=""mceNonEditable"">Dear Sir or Madam:<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;This letter is in further response to your letter dated {{ moment(date).format('MMMM D, YYYY') }} in which you requested access to NYPD records of an accident investigation pursuant to the N.Y. Public Officers Law § 84 et seq., also known as the Freedom of Information Law (""FOIL"").<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Because you and/or your client have demonstrated that you have an interest in the subject accident, §66-a of the Public Officers Law, rather than FOIL, governs the extent of disclosure that is available to you, and affords you greater access than could be obtained under FOIL.<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Accordingly, the records that you requested are enclosed. Please note that if the case folder contained records that did not directly pertain to the accident, such records are not included in the enclosed document(s)<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;You may appeal this decision or any portion thereof. Such an appeal must be made in writing within thirty (30) days of the date of this letter and must be forwarded to: Sergeant Jordan S. Mazur, Records Access Appeals Officer, New York City Police Department, One Police Plaza, Room 1406, New York. NY 10038 or emailed to foilappeals@nypd.org. Please include copies of the FOIL request and this letter with your appeal.</span>"
"closing","0056","Closed - CIS Letter CD-DVD (Redacted)","<span class=""mceNonEditable"">Dear Sir or Madam:<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;This letter is in further response to your letter dated {{ moment(date).format('MMMM D, YYYY') }} in which you requested access to NYPD records of an accident investigation pursuant to the N.Y. Public Officers Law § 84 et seq., also known as the Freedom of Information Law (""FOIL"").<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Because you and/or your client have demonstrated that you have an interest in the subject accident, §66-a of the Public Officers Law, rather than FOIL, governs the extent of disclosure that is available to you, and affords you greater access than could be obtained under FOIL.<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Accordingly, the records that you request have been saved to the enclosed CD/DVD-ROM. Please note that if the case folder contained records that did not directly pertain to the accident, such records are not included in the enclosed CD/DVD-ROM<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;You may appeal this decision or any portion thereof. Such an appeal must be made in writing within thirty (30) days of the date of this letter and must be forwarded to: Sergeant Jordan S. Mazur, Records Access Appeals Officer, New York City Police Department, One Police Plaza, Room 1406, New York. NY 10038 or emailed to foilappeals@nypd.org. Please include copies of the FOIL request and this letter with your appeal.</span>"
"closing","0056","Closed - CIS Determination Letter","<span class=""mceNonEditable"">Dear Sir or Madam:<br/><br/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;This letter is in further response to your letter dated {{ moment(date).format('MMMM D, YYYY') }} in which you requested access to NYPD records of an accident investigation pursuant to the N.Y. Public Officers Law § 84 et seq., also known as the Freedom of Information Law (""FOIL"").<br/><br/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Because you and/or your client have demonstrated that you have an interest in the subject accident, §66-a of the Public Officers Law, rather than FOIL, governs the extent of disclosure that is available to you, and affords you greater access than could be obtained under FOIL.<br/><br/>&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;In total, </span><span class=""mceEditable"">_____</span><span class=""mceNonEditable""> page(s) have been accessed<br/>&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;The requested documents are enclosed with this letter.<br/>&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;The case folder contained records that did not directly pertain to the accident.<br/>&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;</span><span class=""mceEditable"">_____</span><span class=""mceNonEditable""> CD/DVD-ROM(s) have been copied.<br/>&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;The case folder contained records that did not directly pertain to the accident. Such records are not included in the enclosed CD/DVD-ROM.<br/>&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;Please remit payment in the amount of $</span><span class=""mceEditable"">__________</span><span class=""mceNonEditable"">. Once payment is received, I will send you your requested document(s) and/or CD/DVD-ROM(s)<br/></span><span class=""mceNonEditable""><div class=""mceNonEditable"" style=""text-align: center""><strong>PAYMENT PROCEDURE</strong><br/><div class=""mceNonEditable"" style=""border: 2px solid black; padding-left: 10px; padding-right: 10px;"">Send check or money order (no cash) payable to the <strong>""New York City Police Department""</strong><br/>Mail payment to:<br/>New York Police Department, F.O.I.L. Unit, Room 110C, One Police Plaza, New York, NY 10038<br/><strong>Note: Please include the FOIL number on the check or money order</strong></div></div><div class=""mceNonEditable"" style=""text-align: center""><strong>APPEAL PROCEDURE</strong><br/><div class=""mceNonEditable"" style=""border: 2px solid black; padding-left: 10px; padding-right: 10px;"">Should you so desire, you may appeal this decision or any portion thereof. Such an appeal must be made in writing, within thirty (30) days of the date of this letter, and must be forwarded to:<br/>Sergeant Jordan S. Mazur, Records Appeals Officer, New York City Police Department, One Police Plaza, Room 1406, New York, NY 10038<br/>Pl or emailed to foilappeals@nypd.orgease include copies of the FOIL request and this letter with your appeal.</div></div></span>"
"closing","0056","Closed - Final Top","<span class=""mceNonEditable"">Dear Sir or Madam:<br/><br/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;This letter is in response to your request received by this office on {{ moment(date).format('MMMM D, YYYY') }} in which you requested access to certain records under the New York State Freedom of Information Law (FOIL).<br/><br/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;The following captions, if checked, pertain to your request:<br/><br>&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;Responsive to your request, the following document(s) have been accessed and photocopied:</span><span class=""mceEditable""><div></div></span><span class=""mceNonEditable""><br/>&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;Redactions have been made to the document(s) in that the release of such information would represent an unwarranted invasion of person privacy {§87.2 (b)}.<br/>&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;Redactions have been made to the document(s) in that the release of such information would endanger the life and safety of any person {§87.2 (f)}.<br/>&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;Redactions have been made to the document(s) in that the release of such information would reveal non-routine investigative techniques {§87.2 (e)(iv)}.<br/>&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;Redactions have been made to the document(s) in that the release of such information does not represent final agency determination {§87.2 (g)(iii)}.<br/>&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;Redactions have been made to the document(s) in that the release of such information would identify confidential source/confidential information {§87.2 (e)(iii)}<br/>&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;Based on the information you provided, this unit conducted a diligent search for the following requested document(s) which could not be found:<br/></span><span class=""mceEditable""><div></div></span><span class=""mceNonEditable""><br/>&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;For the following requested item(s), I must refer you to the appropriate agency/agencies or unit that may be in possession of such documents:</span><span class=""mceEditable""><div></div></span><span class=""mceNonEditable""><br/>&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;In total, </span><span class=""mceEditable"">_____</span><span class=""mceNonEditable""> page(s) have been copied. Please remit payment in the amount of $</span><span class=""mceEditable"">__________</span><span class=""mceNonEditable""> within thirty (30) days. Failure to do so will result in this file being CLOSED.<br/>&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;The case folder contained records that did not directly pertain to the accident. Such records are not included in the enclosed CD/DVD-ROM.<br/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;The requested documents are enclosed with this letter.<br/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;Upon receipt of payment, the requested documents will be mailed.</span><br/><span class=""mceNonEditable""><div class=""mceNonEditable"" style=""text-align: center""><strong>PAYMENT PROCEDURE</strong><br/><div class=""mceNonEditable"" style=""border: 2px solid black; padding-left: 10px; padding-right: 10px;"">Send check or money order (no cash) payable to the <strong>""New York City Police Department""</strong><br/>Mail payment to:<br/>New York Police Department, F.O.I.L. Unit, Room 110C, One Police Plaza, New York, NY 10038<br/><strong>Note: Please include the FOIL number on the check or money order</strong></div></div><div class=""mceNonEditable"" style=""text-align: center""><strong>APPEAL PROCEDURE</strong><br/><div class=""mceNonEditable"" style=""border: 2px solid black; padding-left: 10px; padding-right: 10px;"">Should you so desire, you may appeal this decision or any portion thereof. Such an appeal must be made in writing, within thirty (30) days of the date of this letter, and must be forwarded to:<br/>Sergeant Jordan S. Mazur, Records Appeals Officer, New York City Police Department, One Police Plaza, Room 1406, New York, NY 10038<br/>Pl or emailed to foilappeals@nypd.orgease include copies of the FOIL request and this letter with your appeal.</div></div></span>"
"closing","0056","Closed - Short Final","<span class=""mceNonEditable"">Dear Sir or Madam:<br/><br/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;This letter is in response to your request received by this office on {{ moment(date).format('MMMM D, YYYY') }} in which you requested access to certain records under the New York State Freedom of Information Law (FOIL).<br/><br/>&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;Responsive to your request, the following document(s) have been accessed and photocopied:</span><span class=""mceEditable""><div></div></span><span class=""mceNonEditable""><br/>&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;Redactions have been made to the document(s) in that the release of such information would represent an unwarranted invasion of person privacy and would endanger the life and safety of any person {§87.2 (b) and (f)}.<br/>&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;For the following requested item(s), I must refer you to the appropriate agency/agencies or unit that may be in possession of such documents:</span><span class=""mceEditable""><div></div></span><span class=""mceNonEditable""><br/>&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;In total, </span><span class=""mceEditable"">_____</span><span class=""mceNonEditable""> page(s) have been copied. Please remit payment in the amount of $</span><span class=""mceEditable"">__________</span><span class=""mceNonEditable""> within thirty (30) days. Failure to do so will result in this file being CLOSED.<br/>&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;The case folder contained records that did not directly pertain to the accident. Such records are not included in the enclosed CD/DVD-ROM.<br/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;The requested documents are enclosed with this letter.<br/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;Upon receipt of payment, the requested documents will be mailed.</span><br/><span class=""mceNonEditable""><div class=""mceNonEditable"" style=""text-align: center""><strong>PAYMENT PROCEDURE</strong><br/><div class=""mceNonEditable"" style=""border: 2px solid black; padding-left: 10px; padding-right: 10px;"">Send check or money order (no cash) payable to the <strong>""New York City Police Department""</strong><br/>Mail payment to:<br/>New York Police Department, F.O.I.L. Unit, Room 110C, One Police Plaza, New York, NY 10038<br/><strong>Note: Please include the FOIL number on the check or money order</strong></div></div><div class=""mceNonEditable"" style=""text-align: center""><strong>APPEAL PROCEDURE</strong><br/><div class=""mceNonEditable"" style=""border: 2px solid black; padding-left: 10px; padding-right: 10px;"">Should you so desire, you may appeal this decision or any portion thereof. Such an appeal must be made in writing, within thirty (30) days of the date of this letter, and must be forwarded to:<br/>Sergeant Jordan S. Mazur, Records Appeals Officer, New York City Police Department, One Police Plaza, Room 1406, New York, NY 10038<br/>Pl or emailed to foilappeals@nypd.orgease include copies of the FOIL request and this letter with your appeal.</div></div></span>"
"extension","0056","Extended - CIS","<span class=""mceNonEditable"">Dear Sir or Madam:<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;This is in response to your request received by this office on {{ moment(date).format('MMMM D, YYYY') }} in which you requested access to certain records under the New York State Freedom of Information Law (FOIL).<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Before a determination can be rendered, further review is necessary to assess the potential applicability of exemptions set forth in FOIIL, and whether the records can be located. I estimate that this review will be completed, and a determination issued by {{ moment(due_date).format('MMMM D, YYYY') }}. As your request seeks the disclosure of accident records, you may be granted access to these records under POL §66-a, by contacting the NYPD's Collision Investigation Squad (CIS) directly. If you would like to contact CIS directly, I have enclosed forms PD 301-162 and PD 301-165, which should be completed in accordance with the instructions provided therein and submitted to the address stated on each form.<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;If you choose to pursue your request under FOIL, please notify this office within 30 days of the date of this letter. If you fail to do so, your FOIL request will be deemed closed. This is not a denial of the records you requested. Should your request be denied in whole or in part, you will then be advised in writing of the reason for any denial, and the name and address of the Records Access Appeals Officer.</span>"
"extension","0056","Extended - 2nd Letter","<span class=""mceNonEditable"">Dear Sir or Madam:<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;This is in response to your request received by this office on {{ moment(date).format('MMMM D, YYYY') }} in which you requested access to certain records under the New York State Freedom of Information Law (FOIL).<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Please be advised that this office requires additional time to determine your request. This office receives a very large number of FOIL requests. We make every effort to process FOIL requests as expeditiously as possible, in the order in which they are received.<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Your request has been assigned to {{ user.title }} {{ user.last_name }} ({{ user.formatted_point_of_contact_number }}). I estimate that the processing of your request will be completed by {{ moment(due_date).format('MMMM D, YYYY') }}. The estimated time required to determine your request is based on the following factor(s):<br/><br/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;Record(s) are located in several locations and are difficult to search or locate.<br/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;Records are archived and are difficult to locate and retrieve.<br/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;Numerous records must be reviewed in order to determine whether disclosure is required.<br/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;Record(s) have not yet been received from other NYPD unit(s).<br/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;Request is extremely voluminous and/or complex.<br/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;Other: </span><span class=""mceEditable""></span><span class=""mceNonEditable""><br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;This is not a denial of the records you requested. Should your request be denied in whole or in part, you will then be advised in writing of the reason for any denial, and of the name and address of the Records Access Appeals Officer.</span>"
"extension","0056","Extended - 3rd Letter","<span class=""mceNonEditable"">Dear Sir or Madam:<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;This is in response to your request received by this office on {{ moment(date).format('MMMM D, YYYY') }} {% if acknowledgement is not none %}and acknowledged on {{ moment(acknowledgement.date_modified).format('MMMM D, YYYY') }},{% endif %} in which you requested access to certain records under the New York State Freedom of Information Law (FOIL).<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Please be advised that this office requires additional time to determine your request. This office receives a very large number of FOIL requests. We make every effort to process FOIL requests as expeditiously as possible, in the order in which they are received.<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Your request has been assigned to {{ user.title }} {{ user.last_name }} ({{ user.formatted_point_of_contact_number }}). I estimate that the processing of your request will be completed by {{ moment(due_date).format('MMMM D, YYYY') }}. The estimated time required to determine your request is based on the following factor(s):<br/><br/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;Record(s) are located in several locations and are difficult to search or locate.<br/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;Records are archived and are difficult to locate and retrieve.<br/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;Numerous records must be reviewed in order to determine whether disclosure is required.<br/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;Record(s) have not yet been received from other NYPD unit(s).<br/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;Request is extremely voluminous and/or complex.<br/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<img src=""{{ url_for('static', filename='img/checkbox.png') }}"">&nbsp;&nbsp;Other: </span><span class=""mceEditable""></span><span class=""mceNonEditable""><br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;This is not a denial of the records you requested. Should your request be denied in whole or in part, you will then be advised in writing of the reason for any denial, and of the name and address of the Records Access Appeals Officer.</span>"
"letters","0056","Additional Info","<span class=""mceNonEditable"">Dear Sir or Madam:<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;This is in response to your request received by this office on {{ moment(date_submitted).format('MMMM D, YYYY') }} in which you requested access to certain records under the New York State Freedom of Information Law (FOIL).<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Before a determination can be rendered, further review is necessary to assess the potential applicability of exemptions set forth in FOIL, and whether the records can be located. In order to process your request, we require the following additional information:<br /><br /><div class=""mceNonEditable"" style=""padding-left: 50px""><table><tr><td style=""white-space:nowrap;"">Type of Incident Reported:</td><td>_______________________________________________</td></tr><tr><td>Precinct of Incident:</td><td>_______________________________________________</td></tr><tr><td>Location of Incident:</td><td>_______________________________________________</td></tr><tr><td>Date of Incident:</td><td>_______________________________________________</td></tr><tr><td>Date of Incident:</td><td>_______________________________________________</td></tr><tr><td>Other:</td><td>_______________________________________________</td></tr></table></div><br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;You must provide this information to this unit within thirty (30) days of the date of this letter, addressed to the attention of {{ user.title }} {{ user.last_name }} ({{ user.formatted_point_of_contact_number }}), who has been assigned to your case. Failure to do so will result in this file being CLOSED.<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;This is not a denial of the records you requested. Should your request be denied in whole or in part, you will then be advised in writing of the reason for any denial, and the name and address of the Records Access Appeals Officer.</span>"
"letters","0056","Arrest Info","<span class=""mceNonEditable"">Dear Sir or Madam:<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;This is in response to your request received by this office on {{ moment(date_submitted).format('MMMM D, YYYY') }} in which you requested access to certain records under the New York State Freedom of Information Law (FOIL).<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Before a determination can be rendered, further review is necessary to assess the potential applicability of exemptions set forth in FOIL, and whether the records can be located. In order to process your request, we require the following additional information:<br /><br /><div class=""mceNonEditable"" style=""padding-left: 50px""><table><tr><td>Date of Birth:</td><td>_______________________________________________</td></tr><tr><td>Social Security #:</td><td>_______________________________________________</td></tr><tr><td>Precinct of Arrest:</td><td>_______________________________________________</td></tr><tr><td>Arrest Charge:</td><td>_______________________________________________</td></tr><tr><td>Date of Arrest:</td><td>_______________________________________________</td></tr><tr><td>NYSID # (if known):</td><td>_______________________________________________</td></tr><tr><td>Other:</td><td>_______________________________________________</td></tr></table></div><br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;You must provide this information to this unit within thirty (30) days of the date of this letter, addressed to the attention of {{ user.title }} {{ user.last_name }} ({{ user.formatted_point_of_contact_number }}), who has been assigned to your case. Failure to do so will result in this file being CLOSED.<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;This is not a denial of the records you requested. Should your request be denied in whole or in part, you will then be advised in writing of the reason for any denial, and the name and address of the Records Access Appeals Officer.</span>"
"letters","0056","CIS Letter CD-DVD","<span class=""mceNonEditable"">Dear Sir or Madam:<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;This letter is in further response to your letter dated {{ moment(date_submitted).format('MMMM D, YYYY') }} in which you requested access to NYPD records of an accident investigation pursuant to the N.Y. Public Officers Law §84 et seq., also known as the Freedom of Information Law (""FOIL"").<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Because you and/or your client have demonstrated that you have an interest in the subject accident, §66-a of the Public Officers Law, rather than FOIL, governs the extent of disclosure that is available to you, and affords you greater access than could be obtained under FOIL.<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Accordingly, the records that you have been saved to the enclosed CD/DVD-ROM.</span>"
"letters","0056","CIS Letter Redacted","<span class=""mceNonEditable"">Dear Sir or Madam:<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;This letter is in further response to your letter dated {{ moment(date_submitted).format('MMMM D, YYYY') }} in which you requested access to NYPD records of an accident investigation pursuant to the N.Y. Public Officers Law §84 et seq., also known as the Freedom of Information Law (""FOIL"").<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Because you and/or your client have demonstrated that you have an interest in the subject accident, §66-a of the Public Officers Law, rather than FOIL, governs the extent of disclosure that is available to you, and affords you greater access than could be obtained under FOIL.<br /><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Accordingly, the records that you requested are enclosed. Please note that if the case folder contained records that did not directly pertain to the accident, such records are not included in the enclosed document(s).</span>"
